,rating,标题,评论详情,review,sentiment
4256,4.0,很好玩一游戏,游戏很不错的，有个建议是后期的话，金色人物太难耍到，升级太难，普通2星都比金身1星强，希望可以改进一下，不然选择金色人物的太少了，就不能体现出它的存在感,很好玩一游戏，游戏很不错的，有个建议是后期的话，金色人物太难耍到，升级太难，普通2星都比金身1星强，希望可以改进一下，不然选择金色人物的太少了，就不能体现出它的存在感,1
4257,1.0,你的“原创”并不是你傲慢的理由,自走棋模式也许是你们巨鸟多多原创，但是你们能不能尊重一下自己开发的这款游戏？IOS玩家应该被无视或者忽略吗？还有，我用的是苹果8P，任何游戏都没有卡顿过（个别NC游戏除外），这款游戏我玩着玩着排位就突然断线是怎么回事？苹果8P已经这么落伍了吗？还是你们根本没有用心优化？！今天更直接，想进入游戏，显示要更新，结果转到苹果商店里，这款游戏根本就没有更新键！你巨鸟多多要是不想在苹果商店里上线麻烦赶紧滚，这世上并不是只有你一家自走棋！少拿你的傲慢在这撒野！恶心。给一星都嫌多。,你的“原创”并不是你傲慢的理由，自走棋模式也许是你们巨鸟多多原创，但是你们能不能尊重一下自己开发的这款游戏？IOS玩家应该被无视或者忽略吗？还有，我用的是苹果8P，任何游戏都没有卡顿过（个别NC游戏除外），这款游戏我玩着玩着排位就突然断线是怎么回事？苹果8P已经这么落伍了吗？还是你们根本没有用心优化？！今天更直接，想进入游戏，显示要更新，结果转到苹果商店里，这款游戏根本就没有更新键！你巨鸟多多要是不想在苹果商店里上线麻烦赶紧滚，这世上并不是只有你一家自走棋！少拿你的傲慢在这撒野！恶心。给一星都嫌多。,0
4259,3.0,更新问题,每次更新都很慢的感觉，还要从商城更新，也经常更新不到,更新问题，每次更新都很慢的感觉，还要从商城更新，也经常更新不到,0
4260,3.0,一直更新进不了！,一直更新，无法进入游戏，更新完了还会提示更新，工作能不能认真点？,一直更新进不了！，一直更新，无法进入游戏，更新完了还会提示更新，工作能不能认真点？,0
4261,3.0,7月9日更新5个小时，说好的3小时呢？,7月9日得更新还没好？不会没了吧？,7月9日更新5个小时，说好的3小时呢？，7月9日得更新还没好？不会没了吧？,0
4262,1.0,不能更新，如何游戏,本来不想给一星的，但是app上不能更新，进入游戏后又提示更新。如何游戏？？,不能更新，如何游戏，本来不想给一星的，但是app上不能更新，进入游戏后又提示更新。如何游戏？？,0
4263,1.0,一,给一星吧  这什么玩意啊  我最新版本上来叫我跟新   已经最新版本了  还叫我跟新?还不给我上游戏   怎么玩!,一，给一星吧  这什么玩意啊  我最新版本上来叫我跟新   已经最新版本了  还叫我跟新?还不给我上游戏   怎么玩!,0
4264,1.0,打开app提示我要更新，来App Store又没更新选项，你逗我呢？,？？,打开app提示我要更新，来App Store又没更新选项，你逗我呢？，？？,0
4265,1.0,ios系统的更新要等到什么时候？,刚下载了，进去就让更新，结果app里没有更新，也不知道啥时候能更新能玩,ios系统的更新要等到什么时候？，刚下载了，进去就让更新，结果app里没有更新，也不知道啥时候能更新能玩,0
4267,4.0,怎么更新,"1，我很喜欢这个游戏
2，有许多bug比如技能释放延迟，或者进度条满了没事放技能
3，我无法更新，我目前更新不了，苹果商城无法更新现在也没法更新游戏里也无法更新
在线求解答","怎么更新，1，我很喜欢这个游戏
2，有许多bug比如技能释放延迟，或者进度条满了没事放技能
3，我无法更新，我目前更新不了，苹果商城无法更新现在也没法更新游戏里也无法更新
在线求解答",1
4269,2.0,游戏性我给9分,但是这更新啊，波动啊，给-1分，真的，0分都多了！,游戏性我给9分，但是这更新啊，波动啊，给-1分，真的，0分都多了！,0
4270,1.0,更新经常出现问题,进游戏显示需要更新，点击更新跳转过来又显示打开。反复这样非常影响我玩游戏的心情,更新经常出现问题，进游戏显示需要更新，点击更新跳转过来又显示打开。反复这样非常影响我玩游戏的心情,0
4271,4.0,游戏跟新不了,游戏还是蛮好玩，但是今天游戏跟新，但是一直跟新不了，所以给了4,游戏跟新不了，游戏还是蛮好玩，但是今天游戏跟新，但是一直跟新不了，所以给了4,1
4272,1.0,更新有问题,游戏更新平凡不是问题，每次客户端提示更新，商店却没有更新。游戏体验极差,更新有问题，游戏更新平凡不是问题，每次客户端提示更新，商店却没有更新。游戏体验极差,0
4273,1.0,登录失败、掉线严重、无法更新、缅甸用户无法注册,登录一直上不去，游戏中途卡死重连后已经快死了，维护后更新时候让我去app可是在app里让我直接点“打开游戏”可是我点击打开游戏后又让我到app更新，如此反复循环又不得不卸载重装！你这游戏是不是觉得好玩估计让我难受啊！还有，我在缅甸工作，可是我想问一下——为什么不允许我注册游戏账号呢？为什么就不支持？没国内手机就不能注册吗？？,登录失败、掉线严重、无法更新、缅甸用户无法注册，登录一直上不去，游戏中途卡死重连后已经快死了，维护后更新时候让我去app可是在app里让我直接点“打开游戏”可是我点击打开游戏后又让我到app更新，如此反复循环又不得不卸载重装！你这游戏是不是觉得好玩估计让我难受啊！还有，我在缅甸工作，可是我想问一下——为什么不允许我注册游戏账号呢？为什么就不支持？没国内手机就不能注册吗？？,0
4276,1.0,有毒,这是在干啥呢？？跳转到Appstore有提示更新，回去又得跳过来？程序员该换了？？,有毒，这是在干啥呢？？跳转到Appstore有提示更新，回去又得跳过来？程序员该换了？？,0
4277,1.0,什么开发？,"进游戏要求更新，app store显示最新版本 再打开闪退 联系客服两个礼拜没回复 开心 
只能说对不起打扰了 
没这福分玩着游戏","什么开发？，进游戏要求更新，app store显示最新版本 再打开闪退 联系客服两个礼拜没回复 开心 
只能说对不起打扰了 
没这福分玩着游戏",0
4279,1.0,什么垃圾东西 更新不了还玩儿什么,今天怎么回事 第一次见有游戏能这样的,什么垃圾东西 更新不了还玩儿什么，今天怎么回事 第一次见有游戏能这样的,0
4280,5.0,还是不错的游戏,"之前没玩过自走棋，从赤潮转过来玩，玩法更多，棋子合成套路多，有几个问题开发看到能回复下么
1.如果连着三回合刷不到一个想要的同种族的，我记得不是相同的棋子不会出现的么
2.伤害计算的问题，有时候2费加1一个1费入我，伤害了4 是不是有问题
2.版本更新是不是iOS有延迟 更新不了","还是不错的游戏，之前没玩过自走棋，从赤潮转过来玩，玩法更多，棋子合成套路多，有几个问题开发看到能回复下么
1.如果连着三回合刷不到一个想要的同种族的，我记得不是相同的棋子不会出现的么
2.伤害计算的问题，有时候2费加1一个1费入我，伤害了4 是不是有问题
2.版本更新是不是iOS有延迟 更新不了",1
4282,5.0,支持原创,希望缩短游戏时长，装备对后期的影响太大了，洞洞萨谁有更多的回蓝装谁就吃鸡，明显超出了游戏平衡，建议把沉默范围缩小，装备更容易出，玩到堡垒9了竟然还有很多没见过的成装，有点可悲。第一期的梦境模式真的很爽，感谢多多带给我们这些80后的大叔这么悠闲的游戏,支持原创，希望缩短游戏时长，装备对后期的影响太大了，洞洞萨谁有更多的回蓝装谁就吃鸡，明显超出了游戏平衡，建议把沉默范围缩小，装备更容易出，玩到堡垒9了竟然还有很多没见过的成装，有点可悲。第一期的梦境模式真的很爽，感谢多多带给我们这些80后的大叔这么悠闲的游戏,1
4283,3.0,更新问题,就更新问题只能给三星，提示进不去问题已经出现两次了，这次没有更新界面，上次更新不了，得卸载再从新下载,更新问题，就更新问题只能给三星，提示进不去问题已经出现两次了，这次没有更新界面，上次更新不了，得卸载再从新下载,0
4284,1.0,更新呢？更新选项都没有？,说更新，连更新选项都没有，怎么更新？这是要劝退的节奏吗？,更新呢？更新选项都没有？，说更新，连更新选项都没有，怎么更新？这是要劝退的节奏吗？,0
4285,1.0,APP更新速度太慢，进游戏就让更新，不更新不能玩，点更新App Store里面海内有更新按钮。,速度太慢。,APP更新速度太慢，进游戏就让更新，不更新不能玩，点更新App Store里面海内有更新按钮。，速度太慢。,0
4286,4.0,不做标题党,为啥商店里没法更新，游戏进不去，商店更不了，难受的一匹严重影响游戏体验！！！,不做标题党，为啥商店里没法更新，游戏进不去，商店更不了，难受的一匹严重影响游戏体验！！！,1
4287,1.0,吐槽,更新敢再慢一点吗？ios就要慢那么多？经常闪退为什么，还出现蹦迪bug，我喜欢这个游戏，但是体验感可以做好一点吗？室友已经晚了三个小时了，我这还没法更新进入，点更新不给我更是什么道理？这次1星好评好吧,吐槽，更新敢再慢一点吗？ios就要慢那么多？经常闪退为什么，还出现蹦迪bug，我喜欢这个游戏，但是体验感可以做好一点吗？室友已经晚了三个小时了，我这还没法更新进入，点更新不给我更是什么道理？这次1星好评好吧,0
4288,1.0,更新问题,第一次写app评论，早上六点开始更新，说九点左右就完毕。结果中午十一点多还没更新好？还不知道要等多久！差评！,更新问题，第一次写app评论，早上六点开始更新，说九点左右就完毕。结果中午十一点多还没更新好？还不知道要等多久！差评！,0
